MLNLAYER	COMBINED_TYPE	epoch	frac	early_avg_acc_lstm	early_avg_acc_mln	early_avg_acc_lstm_mln	final_framewise_avg_acc_lstm	final_framewise_avg_acc_mln	final_framewise_avg_acc_lstm_mln	class_framewise_avg_acc_lstm	class_framewise_avg_acc_mln	class_framewise_avg_acc_lstm_mln	classcount	early_class_framewise_avg_acc_lstm	early_class_framewise_avg_acc_mln	early_class_framewise_avg_acc_lstm_mln	early_classcount
True	conflation	10	0.5	0.9230769230769231	0.5384615384615384	0.9285714285714286	0.8597286259451449	0.48557072381130295	0.8702040634532588	[0.9427792915531336, 0.8591549295774648, 0.9979381443298969, 0.6724890829694323, 0.8592233009708737, 0.6640826873385013, 0.9786163522012579]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9550408719346049, 0.8572769953051643, 0.9979381443298969, 0.7718340611353712, 0.8220064724919094, 0.6692506459948321, 0.9773584905660377]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8148148148148148, 0.9259259259259259, 0.8076923076923077, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8518518518518519, 0.9259259259259259, 0.8076923076923077, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	11	0.5	0.9340659340659341	0.5384615384615384	0.9340659340659341	0.8837936289759907	0.48557072381130295	0.8871606887784382	[0.9741144414168937, 0.8572769953051643, 1.0, 0.6932314410480349, 0.8268608414239482, 0.917312661498708, 0.9308176100628931]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9754768392370572, 0.8572769953051643, 1.0, 0.7194323144104804, 0.8203883495145631, 0.9147286821705426, 0.9345911949685535]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8148148148148148, 0.8888888888888888, 0.9615384615384616, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8148148148148148, 0.8888888888888888, 0.9615384615384616, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	12	0.5	0.9285714285714286	0.5384615384615384	0.9340659340659341	0.8610385882600162	0.48557072381130295	0.8578500714551548	[0.9046321525885559, 0.8338028169014085, 0.9876288659793815, 0.9072052401746725, 0.8737864077669902, 0.6434108527131783, 0.8578616352201258]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9073569482288828, 0.8300469483568075, 0.9876288659793815, 0.9126637554585153, 0.8559870550161812, 0.6330749354005168, 0.8540880503144654]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8888888888888888, 0.9629629629629629, 0.7692307692307693, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9259259259259259, 0.9629629629629629, 0.7692307692307693, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	13	0.5	0.9340659340659341	0.5384615384615384	0.945054945054945	0.8652802603516117	0.48557072381130295	0.8634959535410865	[0.9277929155313351, 0.8460093896713615, 0.9463917525773196, 0.8438864628820961, 0.7734627831715211, 0.710594315245478, 0.9811320754716981]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.944141689373297, 0.844131455399061, 0.9463917525773196, 0.8646288209606987, 0.7459546925566343, 0.6795865633074936, 0.9811320754716981]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 0.96, 0.8888888888888888, 0.9259259259259259, 0.8461538461538461, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 0.96, 0.9259259259259259, 0.9259259259259259, 0.8461538461538461, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	14	0.5	0.9615384615384616	0.5384615384615384	0.9615384615384616	0.9052827936734018	0.48557072381130295	0.8991772935193637	[0.9822888283378747, 0.8619718309859155, 1.0, 0.8744541484716157, 0.8365695792880259, 0.8242894056847545, 0.9622641509433962]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9836512261580381, 0.8619718309859155, 1.0, 0.87882096069869, 0.7880258899676376, 0.813953488372093, 0.9635220125786164]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9259259259259259, 0.9259259259259259, 0.9230769230769231, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9259259259259259, 0.9259259259259259, 0.9230769230769231, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	15	0.5	0.9230769230769231	0.5384615384615384	0.9175824175824175	0.8635270263497842	0.48557072381130295	0.8657042652336625	[0.9768392370572208, 0.8591549295774648, 0.9896907216494846, 0.7063318777292577, 0.8398058252427184, 0.6692506459948321, 0.9647798742138365]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9795640326975477, 0.8591549295774648, 0.9896907216494846, 0.7390829694323144, 0.8155339805825242, 0.6718346253229974, 0.9622641509433962]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8518518518518519, 0.9259259259259259, 0.8076923076923077, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.8518518518518519, 0.8888888888888888, 0.8076923076923077, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	16	0.5	0.9340659340659341	0.5384615384615384	0.9340659340659341	0.8943520708844518	0.48557072381130295	0.892341852440428	[0.9686648501362398, 0.8610328638497653, 0.9917525773195877, 0.8864628820960698, 0.8365695792880259, 0.7338501291989664, 0.9572327044025157]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9727520435967303, 0.8610328638497653, 0.9917525773195877, 0.8930131004366813, 0.8122977346278317, 0.7312661498708011, 0.9547169811320755]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9259259259259259, 0.8888888888888888, 0.8076923076923077, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9259259259259259, 0.8888888888888888, 0.8076923076923077, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	17	0.5	0.9505494505494505	0.5384615384615384	0.9505494505494505	0.9172930604417563	0.48557072381130295	0.9143776513100907	[0.9795640326975477, 0.8619718309859155, 1.0, 0.9323144104803494, 0.8414239482200647, 0.8837209302325582, 0.9144654088050315]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9795640326975477, 0.8610328638497653, 1.0, 0.9355895196506551, 0.8106796116504854, 0.8888888888888888, 0.9169811320754717]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 0.8888888888888888, 0.9615384615384616, 0.92]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 0.8888888888888888, 0.9615384615384616, 0.92]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	18	0.5	0.967032967032967	0.5384615384615384	0.967032967032967	0.9249886183271793	0.48557072381130295	0.9228144843542971	[0.9863760217983651, 0.8629107981220657, 0.9958762886597938, 0.9596069868995634, 0.8851132686084142, 0.8423772609819121, 0.9132075471698113]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9850136239782016, 0.8619718309859155, 0.9938144329896907, 0.9596069868995634, 0.8754045307443366, 0.8449612403100775, 0.9132075471698113]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.9230769230769231, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.9230769230769231, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	19	0.5	0.978021978021978	0.5384615384615384	0.9835164835164835	0.9385295171970011	0.48557072381130295	0.9370274575834923	[0.9904632152588556, 0.863849765258216, 1.0, 0.9858078602620087, 0.9288025889967637, 0.8682170542635659, 0.9106918238993711]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.989100817438692, 0.8619718309859155, 1.0, 0.99235807860262, 0.9223300970873787, 0.8578811369509044, 0.9044025157232705]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.9615384615384616, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 1.0, 1.0, 0.9615384615384616, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	20	0.5	0.9725274725274725	0.5384615384615384	0.9725274725274725	0.945675808072392	0.48557072381130295	0.9454385913444292	[0.9782016348773842, 0.8676056338028169, 1.0, 0.9868995633187773, 0.9466019417475728, 0.9250645994832042, 0.9245283018867925]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9782016348773842, 0.8676056338028169, 1.0, 0.9879912663755459, 0.941747572815534, 0.9250645994832042, 0.9232704402515723]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.9615384615384616, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.9615384615384616, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	21	0.5	0.967032967032967	0.5384615384615384	0.9725274725274725	0.9425378062889144	0.48557072381130295	0.9417495783017906	[0.9850136239782016, 0.8769953051643192, 0.9979381443298969, 0.9672489082969432, 0.9271844660194175, 0.8811369509043928, 0.969811320754717]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9850136239782016, 0.8751173708920188, 0.9979381443298969, 0.9781659388646288, 0.9093851132686084, 0.875968992248062, 0.969811320754717]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.9615384615384616, 0.96]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.9615384615384616, 0.96]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	22	0.5	0.9835164835164835	0.5384615384615384	0.9835164835164835	0.9572125264453355	0.48557072381130295	0.953070367320493	[0.9877384196185286, 0.8976525821596244, 0.9979381443298969, 0.9574235807860262, 0.9611650485436893, 0.9638242894056848, 0.9559748427672956]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9863760217983651, 0.8863849765258216, 0.9979381443298969, 0.9596069868995634, 0.9530744336569579, 0.9405684754521964, 0.9547169811320755]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9259259259259259, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9259259259259259, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	23	0.5	0.9835164835164835	0.5384615384615384	0.989010989010989	0.96120311646905	0.48557072381130295	0.9588789354434878	[0.9931880108991825, 0.8985915492957747, 0.9958762886597938, 0.980349344978166, 0.9854368932038835, 0.9328165374677002, 0.9547169811320755]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9918256130790191, 0.892018779342723, 0.9938144329896907, 0.980349344978166, 0.9805825242718447, 0.9302325581395349, 0.9559748427672956]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.9615384615384616, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	24	0.5	0.9560439560439561	0.5384615384615384	0.9560439560439561	0.9434514563004586	0.48557072381130295	0.9396000528190301	[0.9782016348773842, 0.9230046948356807, 1.0, 0.982532751091703, 0.9255663430420712, 0.7648578811369509, 0.9861635220125786]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9782016348773842, 0.9145539906103286, 1.0, 0.982532751091703, 0.9029126213592233, 0.772609819121447, 0.9836477987421384]	[734, 1065, 485, 916, 618, 387, 795]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.8461538461538461, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[0.9615384615384616, 0.9615384615384616, 1.0, 0.9629629629629629, 0.9629629629629629, 0.8461538461538461, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	25	0.5	0.9725274725274725	0.5384615384615384	0.9725274725274725	0.9680023727908227	0.48557072381130295	0.9656175399883495	[1.0, 0.939906103286385, 1.0, 0.9879912663755459, 0.9854368932038835, 0.8733850129198967, 0.9672955974842767]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9258215962441314, 1.0, 0.9890829694323144, 0.9838187702265372, 0.875968992248062, 0.9660377358490566]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.8846153846153846, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.8846153846153846, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	26	0.5	0.9615384615384616	0.5384615384615384	0.967032967032967	0.954161459618261	0.48557072381130295	0.9537798865215561	[1.0, 0.939906103286385, 1.0, 0.9868995633187773, 0.9854368932038835, 0.7958656330749354, 0.9622641509433962]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9342723004694836, 1.0, 0.9879912663755459, 0.9854368932038835, 0.8062015503875969, 0.9622641509433962]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.8076923076923077, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 0.9615384615384616, 1.0, 0.9629629629629629, 1.0, 0.8461538461538461, 1.0]	[26, 26, 25, 27, 27, 26, 25]
True	conflation	27	0.5	0.978021978021978	0.5384615384615384	0.978021978021978	0.9647949897612272	0.48557072381130295	0.9641784234375035	[1.0, 0.968075117370892, 1.0, 0.9879912663755459, 0.9854368932038835, 0.8501291989664083, 0.9672955974842767]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9615023474178404, 1.0, 0.9879912663755459, 0.9838187702265372, 0.8578811369509044, 0.9660377358490566]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 0.9629629629629629, 1.0, 0.8846153846153846, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 0.9629629629629629, 1.0, 0.8846153846153846, 1.0]	[26, 26, 25, 27, 27, 26, 25]
