MLNLAYER	COMBINED_TYPE	epoch	frac	early_avg_acc_lstm	early_avg_acc_mln	early_avg_acc_lstm_mln	final_framewise_avg_acc_lstm	final_framewise_avg_acc_mln	final_framewise_avg_acc_lstm_mln	class_framewise_avg_acc_lstm	class_framewise_avg_acc_mln	class_framewise_avg_acc_lstm_mln	classcount	early_class_framewise_avg_acc_lstm	early_class_framewise_avg_acc_mln	early_class_framewise_avg_acc_lstm_mln	early_classcount
False	conflation	0	0.5	0.8947368421052632	0.5012531328320802	0.8897243107769424	0.8902712059733874	0.5177876457671505	0.8758509060986422	[1.0, 1.0, 0.8487773487773488, 0.6730158730158731]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.88996138996139, 0.5407407407407407]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.88, 0.696969696969697]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.93, 0.6262626262626263]	[100, 100, 100, 99]
False	conflation	1	0.5	0.9448621553884712	0.5012531328320802	0.9298245614035088	0.9377641932739232	0.5177876457671505	0.9234419397721618	[1.0, 1.0, 0.8906048906048906, 0.8412698412698413]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9292149292149292, 0.7026455026455026]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.91, 0.8686868686868687]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.94, 0.7777777777777778]	[100, 100, 100, 99]
False	conflation	2	0.5	0.9774436090225563	0.5012531328320802	0.9774436090225563	0.9706211204884361	0.5177876457671505	0.972969667562768	[1.0, 1.0, 0.915057915057915, 0.9978835978835979]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9202059202059202, 0.9978835978835979]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.92, 0.98989898989899]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.92, 0.98989898989899]	[100, 100, 100, 99]
False	conflation	3	0.5	0.9924812030075187	0.5012531328320802	0.9924812030075187	0.9882191951740824	0.5177876457671505	0.9886752867016024	[1.0, 1.0, 0.9703989703989704, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9716859716859717, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.97, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.97, 1.0]	[100, 100, 100, 99]
False	conflation	4	0.5	0.9924812030075187	0.5012531328320802	0.9924812030075187	0.9908232883796794	0.5177876457671505	0.9906442694036679	[1.0, 1.0, 0.9781209781209781, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9774774774774775, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.97, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.97, 1.0]	[100, 100, 100, 99]
False	conflation	5	0.5	0.9874686716791979	0.5012531328320802	0.9874686716791979	0.9867236634153927	0.5177876457671505	0.9871811563540887	[1.0, 1.0, 0.971042471042471, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9723294723294723, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.95, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.95, 1.0]	[100, 100, 100, 99]
False	conflation	6	0.5	0.9949874686716792	0.5012531328320802	0.9949874686716792	0.9939451804113459	0.5177876457671505	0.9944464335441778	[1.0, 1.0, 0.9871299871299871, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9884169884169884, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.98, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.98, 1.0]	[100, 100, 100, 99]
False	conflation	7	0.5	0.9899749373433584	0.5012531328320802	0.9899749373433584	0.9855200494298239	0.5177876457671505	0.9862035764291402	[1.0, 1.0, 0.9665379665379665, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9684684684684685, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.96, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.96, 1.0]	[100, 100, 100, 99]
False	conflation	8	0.5	0.9974937343358395	0.5012531328320802	0.9974937343358395	0.9954350161117079	0.5177876457671505	0.996061582527748	[1.0, 1.0, 0.9916344916344917, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9922779922779923, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 0.99, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 0.99, 1.0]	[100, 100, 100, 99]
False	conflation	9	0.5	1.0	0.5012531328320802	1.0	0.9985678481919084	0.5177876457671505	0.9985678481919084	[1.0, 1.0, 0.9967824967824968, 0.9989417989417989]	[0.11712772218952325, 0.9975062344139651, 0.9523809523809523, 0.0]	[1.0, 1.0, 0.9967824967824968, 0.9989417989417989]	[1699, 802, 1554, 945]	[1.0, 1.0, 1.0, 1.0]	[0.0, 1.0, 1.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[100, 100, 100, 99]
