MLNLAYER	COMBINED_TYPE	epoch	frac	early_avg_acc_lstm	early_avg_acc_mln	early_avg_acc_lstm_mln	final_framewise_avg_acc_lstm	final_framewise_avg_acc_mln	final_framewise_avg_acc_lstm_mln	class_framewise_avg_acc_lstm	class_framewise_avg_acc_mln	class_framewise_avg_acc_lstm_mln	classcount	early_class_framewise_avg_acc_lstm	early_class_framewise_avg_acc_mln	early_class_framewise_avg_acc_lstm_mln	early_classcount
False	conflation	40	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	41	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	42	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	43	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	44	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	45	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	46	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	47	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	48	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
False	conflation	49	0.5	1.0	0.6	1.0	1.0	0.5705065359477125	1.0	[1.0, 1.0, 1.0, 1.0]	[0.9019607843137255, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[51, 24, 28, 23]	[1.0, 1.0, 1.0, 1.0]	[1.0, 1.0, 0.0, 0.0]	[1.0, 1.0, 1.0, 1.0]	[3, 3, 2, 2]
