MLNLAYER	COMBINED_TYPE	epoch	frac	early_avg_acc_lstm	early_avg_acc_mln	early_avg_acc_lstm_mln	final_framewise_avg_acc_lstm	final_framewise_avg_acc_mln	final_framewise_avg_acc_lstm_mln	class_framewise_avg_acc_lstm	class_framewise_avg_acc_mln	class_framewise_avg_acc_lstm_mln	classcount
False	conflation	0	0.5	0.6263736263736264	0.5384615384615384	0.8131868131868132	0.612454984209586	0.48557072381130295	0.7208612568005893	[0.26430517711171664, 0.9380281690140845, 0.7628865979381443, 0.08951965065502183, 0.9466019417475728, 0.3850129198966408, 0.8704402515723271]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.4645776566757493, 0.8591549295774648, 0.8824742268041237, 0.5971615720524017, 0.7928802588996764, 0.5839793281653747, 0.789937106918239]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	1	0.5	0.7472527472527473	0.5384615384615384	0.8241758241758241	0.6795203617811654	0.48557072381130295	0.7351059142843287	[0.6171662125340599, 0.8262910798122066, 0.8948453608247423, 0.28602620087336245, 0.8220064724919094, 0.3462532299741602, 0.9220125786163522]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.6811989100817438, 0.8272300469483568, 0.8845360824742268, 0.5862445414847162, 0.813915857605178, 0.36175710594315247, 0.9207547169811321]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	2	0.5	0.8131868131868132	0.5384615384615384	0.8461538461538461	0.750512901428804	0.48557072381130295	0.7774370540864473	[0.659400544959128, 0.8215962441314554, 0.9876288659793815, 0.4606986899563319, 0.8673139158576052, 0.4134366925064599, 0.9761006289308176]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.6825613079019074, 0.8704225352112676, 0.9876288659793815, 0.5676855895196506, 0.8495145631067961, 0.4186046511627907, 0.979874213836478]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	3	0.5	0.8406593406593407	0.5384615384615384	0.8571428571428571	0.7988244759046585	0.48557072381130295	0.8137602063119728	[0.952316076294278, 0.7323943661971831, 0.9958762886597938, 0.7041484716157205, 0.8705501618122977, 0.27906976744186046, 0.9811320754716981]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9754768392370572, 0.7474178403755869, 0.9958762886597938, 0.7358078602620087, 0.8543689320388349, 0.31007751937984496, 0.9823899371069182]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	4	0.5	0.8846153846153846	0.5384615384615384	0.8956043956043956	0.8340590079079906	0.48557072381130295	0.8581843067297787	[0.9373297002724795, 0.6638497652582159, 0.9649484536082474, 0.6855895196506551, 0.8737864077669902, 0.5736434108527132, 0.9358490566037736]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9618528610354223, 0.780281690140845, 0.9690721649484536, 0.7336244541484717, 0.8559870550161812, 0.599483204134367, 0.9371069182389937]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	5	0.5	0.9230769230769231	0.5384615384615384	0.9285714285714286	0.8865563662131626	0.48557072381130295	0.8904924570881111	[0.9237057220708447, 0.8131455399061033, 0.9690721649484536, 0.9170305676855895, 0.8932038834951457, 0.6408268733850129, 0.949685534591195]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9332425068119891, 0.8384976525821596, 0.9670103092783505, 0.9301310043668122, 0.8786407766990292, 0.648578811369509, 0.9522012578616352]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	6	0.5	0.9230769230769231	0.5384615384615384	0.9230769230769231	0.8839877122682183	0.48557072381130295	0.8841329545829589	[0.8365122615803815, 0.927699530516432, 0.9649484536082474, 0.8973799126637555, 0.959546925566343, 0.5788113695090439, 0.9144654088050315]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.8583106267029973, 0.9352112676056338, 0.9608247422680413, 0.9213973799126638, 0.9288025889967637, 0.5762273901808785, 0.9144654088050315]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	7	0.5	0.9175824175824175	0.5384615384615384	0.9230769230769231	0.8814829391175187	0.48557072381130295	0.8847210619515937	[0.9495912806539509, 0.9267605633802817, 0.9938144329896907, 0.6637554585152838, 0.8980582524271845, 0.689922480620155, 0.9685534591194969]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9577656675749319, 0.936150234741784, 0.9938144329896907, 0.6703056768558951, 0.9077669902912622, 0.689922480620155, 0.9710691823899371]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	8	0.5	0.8626373626373627	0.5384615384615384	0.8791208791208791	0.8450573739825503	0.48557072381130295	0.8528994914722298	[0.9577656675749319, 0.968075117370892, 0.7278350515463917, 0.9213973799126638, 0.8058252427184466, 0.5090439276485789, 0.9761006289308176]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9618528610354223, 0.9624413145539906, 0.7257731958762886, 0.9246724890829694, 0.8446601941747572, 0.5142118863049095, 0.9773584905660377]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	9	0.5	0.9615384615384616	0.5384615384615384	0.9615384615384616	0.9505805095319763	0.48557072381130295	0.9507141511265198	[0.9754768392370572, 0.9793427230046948, 1.0, 0.9606986899563319, 0.948220064724919, 0.7416020671834626, 0.9735849056603774]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9754768392370572, 0.984037558685446, 1.0, 0.9639737991266376, 0.948220064724919, 0.7416020671834626, 0.9735849056603774]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	10	0.5	0.9505494505494505	0.5384615384615384	0.967032967032967	0.9307282959680333	0.48557072381130295	0.9371305667103301	[0.9536784741144414, 0.9971830985915493, 1.0, 0.8286026200873362, 0.9789644012944984, 0.7855297157622739, 0.9635220125786164]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9550408719346049, 0.9943661971830986, 1.0, 0.8733624454148472, 0.9676375404530745, 0.7881136950904393, 0.9660377358490566]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	11	0.5	0.978021978021978	0.5384615384615384	0.978021978021978	0.9643250364348878	0.48557072381130295	0.9655478732296361	[0.9686648501362398, 0.9990610328638497, 1.0, 0.9814410480349345, 0.9741100323624595, 0.7958656330749354, 0.9773584905660377]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9700272479564033, 0.9981220657276996, 1.0, 0.9814410480349345, 0.9789644012944984, 0.7984496124031008, 0.979874213836478]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	12	0.5	0.9395604395604396	0.5384615384615384	0.945054945054945	0.9329312406889847	0.48557072381130295	0.936770038070781	[0.9645776566757494, 0.9981220657276996, 1.0, 0.9694323144104804, 0.9724919093851133, 0.6434108527131783, 0.9773584905660377]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9713896457765667, 0.9981220657276996, 1.0, 0.9792576419213974, 0.9773462783171522, 0.6434108527131783, 0.979874213836478]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	13	0.5	0.9725274725274725	0.5384615384615384	0.9725274725274725	0.9503911131159074	0.48557072381130295	0.9502138790633452	[0.8950953678474114, 1.0, 0.9979381443298969, 0.9770742358078602, 0.9757281553398058, 0.7958656330749354, 0.9748427672955975]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9005449591280654, 0.9990610328638497, 0.9979381443298969, 0.980349344978166, 0.9579288025889967, 0.7984496124031008, 0.9773584905660377]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	14	0.5	0.967032967032967	0.5384615384615384	0.967032967032967	0.9689271309971184	0.48557072381130295	0.9688197412451106	[0.9618528610354223, 0.9943661971830986, 0.9896907216494846, 0.982532751091703, 0.9498381877022654, 0.8914728682170543, 0.969811320754717]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9659400544959128, 0.9924882629107982, 0.9876288659793815, 0.9814410480349345, 0.9498381877022654, 0.8914728682170543, 0.969811320754717]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	15	0.5	0.967032967032967	0.5384615384615384	0.967032967032967	0.9607520757332199	0.48557072381130295	0.9606972475186835	[0.9904632152588556, 0.9784037558685446, 1.0, 0.9814410480349345, 0.9514563106796117, 0.9974160206718347, 0.8591194968553459]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9959128065395095, 0.9746478873239437, 1.0, 0.9814410480349345, 0.9433656957928802, 0.9974160206718347, 0.8603773584905661]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	16	0.5	0.9725274725274725	0.5384615384615384	0.978021978021978	0.9635976590578471	0.48557072381130295	0.9648951604005715	[0.9959128065395095, 0.9971830985915493, 1.0, 0.9213973799126638, 0.9692556634304207, 0.9405684754521964, 0.9283018867924528]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9945504087193461, 0.996244131455399, 1.0, 0.9268558951965066, 0.9676375404530745, 0.9457364341085271, 0.9320754716981132]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	17	0.5	0.9615384615384616	0.5384615384615384	0.9615384615384616	0.9548110235432474	0.48557072381130295	0.9555201081736737	[0.9931880108991825, 0.9990610328638497, 1.0, 0.8930131004366813, 0.9611650485436893, 0.8527131782945736, 0.9823899371069182]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9931880108991825, 0.9981220657276996, 1.0, 0.8951965065502183, 0.9611650485436893, 0.8527131782945736, 0.9823899371069182]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	18	0.5	0.989010989010989	0.5384615384615384	0.989010989010989	0.9835240740345819	0.48557072381130295	0.9822669381309603	[0.9959128065395095, 0.9990610328638497, 1.0, 0.9737991266375546, 0.9611650485436893, 0.9974160206718347, 0.9786163522012579]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9931880108991825, 0.9981220657276996, 1.0, 0.9792576419213974, 0.9546925566343042, 0.9974160206718347, 0.9748427672955975]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	19	0.5	0.9945054945054945	0.5384615384615384	1.0	0.9865021410390631	0.48557072381130295	0.9869654219574737	[0.9959128065395095, 0.9990610328638497, 1.0, 0.972707423580786, 0.9757281553398058, 1.0, 0.9874213836477987]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9945504087193461, 0.9990610328638497, 1.0, 0.9814410480349345, 0.9692556634304207, 1.0, 0.9886792452830189]	[734, 1065, 485, 916, 618, 387, 795]
False	conflation	20	0.5	0.9945054945054945	0.5384615384615384	0.9945054945054945	0.9889109556988432	0.48557072381130295	0.9889763664785396	[0.997275204359673, 0.9990610328638497, 1.0, 0.9814410480349345, 0.9724919093851133, 1.0, 0.9874213836477987]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9959128065395095, 0.9990610328638497, 1.0, 0.9847161572052402, 0.9724919093851133, 1.0, 0.9874213836477987]	[734, 1065, 485, 916, 618, 387, 795]
